sample_id,map_id,tx_id,ratio,sample_count,nmse,rmse_db,mae_db,time_sec,fig_path
s099_tx30,99,30,0.01,564,0.004017491873065234,2.8936772009610405,0.7806805906145712,2.6491305999998076,kriging_results\s099_tx30\map99_tx30_ratio0_0100.png
s099_tx30,99,30,0.02,1127,0.0038402386589517206,2.82912202540496,0.6644475093612966,4.610719999999674,kriging_results\s099_tx30\map99_tx30_ratio0_0200.png
s099_tx36,99,36,0.005,282,0.005816465218580808,3.583104150153346,1.3021747609571646,3.311444500000107,kriging_results\s099_tx36\map99_tx36_ratio0_0050.png
s099_tx36,99,36,0.01,564,0.003731626547681673,2.8699805369370215,0.7370912873486246,3.491236100000606,kriging_results\s099_tx36\map99_tx36_ratio0_0100.png
s099_tx36,99,36,0.02,1127,0.003774650302853562,2.886477790238139,0.681950084439807,6.08690789999946,kriging_results\s099_tx36\map99_tx36_ratio0_0200.png
s099_tx47,99,47,0.005,282,0.004383077047142219,3.2481235620714672,1.1059644884255768,2.170293899999706,kriging_results\s099_tx47\map99_tx47_ratio0_0050.png
s099_tx47,99,47,0.01,564,0.003023958952157396,2.6979315565024975,0.7268212518653738,2.0135355000002164,kriging_results\s099_tx47\map99_tx47_ratio0_0100.png
s099_tx47,99,47,0.02,1127,0.0023325970754031126,2.3695334702624047,0.5517302696621786,2.9543902999994316,kriging_results\s099_tx47\map99_tx47_ratio0_0200.png
s099_tx63,99,63,0.005,282,0.005638522841785478,3.354353650495773,1.2237949470929497,1.2564041999994515,kriging_results\s099_tx63\map99_tx63_ratio0_0050.png
s099_tx63,99,63,0.01,564,0.004145423927879498,2.876144187181886,0.8433214569118896,1.7215520999998262,kriging_results\s099_tx63\map99_tx63_ratio0_0100.png
s099_tx63,99,63,0.02,1127,0.004259456681948372,2.915434480512874,0.7445127804046524,2.811013499999717,kriging_results\s099_tx63\map99_tx63_ratio0_0200.png
s099_tx65,99,65,0.005,282,0.0038161591901098384,3.0694012819265604,0.9601214368936245,1.2931938000001537,kriging_results\s099_tx65\map99_tx65_ratio0_0050.png
s099_tx65,99,65,0.01,564,0.0029635843776229585,2.7048866106902785,0.6413747249342165,1.9720981999998912,kriging_results\s099_tx65\map99_tx65_ratio0_0100.png
s099_tx65,99,65,0.02,1127,0.0020873946207703897,2.2700880637922705,0.5057519774443218,2.8802420000001803,kriging_results\s099_tx65\map99_tx65_ratio0_0200.png
s099_tx67,99,67,0.005,282,0.004513975287258749,3.330786402829363,1.1631213934668063,1.2367229000001316,kriging_results\s099_tx67\map99_tx67_ratio0_0050.png
s099_tx67,99,67,0.01,564,0.002818229591951319,2.6318151124489,0.6949510431728351,1.841320600000472,kriging_results\s099_tx67\map99_tx67_ratio0_0100.png
s099_tx67,99,67,0.02,1127,0.002307088422653168,2.3812189052754174,0.5844397158181185,2.8242442999999184,kriging_results\s099_tx67\map99_tx67_ratio0_0200.png
s099_tx69,99,69,0.005,282,0.003236852051763892,2.789874636352827,0.8796731525215591,1.3619220999999015,kriging_results\s099_tx69\map99_tx69_ratio0_0050.png
s099_tx69,99,69,0.01,564,0.0026221099860517694,2.511011568735306,0.6251812568588401,2.0061618999998245,kriging_results\s099_tx69\map99_tx69_ratio0_0100.png
s099_tx69,99,69,0.02,1127,0.0020232606567809437,2.2057139564952357,0.5092528653526773,3.008557400000427,kriging_results\s099_tx69\map99_tx69_ratio0_0200.png
s099_tx71,99,71,0.005,282,0.0045937822199847685,3.3037040956698123,1.1226143070560102,1.3086578000002191,kriging_results\s099_tx71\map99_tx71_ratio0_0050.png
s099_tx71,99,71,0.01,564,0.0029741212720353527,2.6582466562125315,0.6794934307826423,1.8935394999998607,kriging_results\s099_tx71\map99_tx71_ratio0_0100.png
s099_tx71,99,71,0.02,1127,0.002502653576194613,2.438463793286311,0.5568835908505428,2.934609900000396,kriging_results\s099_tx71\map99_tx71_ratio0_0200.png
s099_tx72,99,72,0.005,282,0.003874385072222285,2.8819694237979143,0.940931377438666,1.357165299999906,kriging_results\s099_tx72\map99_tx72_ratio0_0050.png
s099_tx72,99,72,0.01,564,0.002838772980863575,2.4669100228212626,0.6562598427671676,1.9064765000002808,kriging_results\s099_tx72\map99_tx72_ratio0_0100.png
s099_tx72,99,72,0.02,1127,0.0020840785840716344,2.1137081249004956,0.5046779640833785,2.900231900000108,kriging_results\s099_tx72\map99_tx72_ratio0_0200.png
s099_tx73,99,73,0.005,282,0.0037557868742353617,3.0210486639125755,0.9321039691892936,1.2809502999998585,kriging_results\s099_tx73\map99_tx73_ratio0_0050.png
s099_tx73,99,73,0.01,564,0.002759826055330999,2.5896919142613575,0.5934599536064737,1.936729899999591,kriging_results\s099_tx73\map99_tx73_ratio0_0100.png
s099_tx73,99,73,0.02,1127,0.0022339443870608914,2.3299329756850073,0.5180984301681066,2.8537766999997984,kriging_results\s099_tx73\map99_tx73_ratio0_0200.png
s099_tx77,99,77,0.005,282,0.003527148524968853,2.922004984503087,0.9383918237284742,1.2634539000000586,kriging_results\s099_tx77\map99_tx77_ratio0_0050.png
s099_tx77,99,77,0.01,564,0.0027148651554296803,2.5635582369918044,0.6380547148946022,1.962300199999845,kriging_results\s099_tx77\map99_tx77_ratio0_0100.png
s099_tx77,99,77,0.02,1127,0.0018227975706558229,2.10057545134341,0.4843013008564009,2.996157900000071,kriging_results\s099_tx77\map99_tx77_ratio0_0200.png
s099_tx78,99,78,0.005,282,0.004500980586361357,3.1100032652390768,1.0409747337704716,1.3650047000000995,kriging_results\s099_tx78\map99_tx78_ratio0_0050.png
s099_tx78,99,78,0.01,564,0.0032228973692977705,2.63166439896984,0.6974705002453807,1.886296499999844,kriging_results\s099_tx78\map99_tx78_ratio0_0100.png
